meat_type,fat_content_pct,protein_pct,marbling_score,animal_age_months,storage_days,organic,cut_quality,price_eur_per_kg
5,9.2,16.5,2,31,16,1,1,27.19
1,8.9,22.6,5,19,11,0,5,18.63
1,26.8,24.3,5,37,20,1,2,10.89
5,5.9,17.6,4,11,11,0,3,30.53
1,4.8,16.7,7,60,18,0,1,7.23
1,7.8,15.1,8,48,17,1,1,14.08
3,7.8,15.5,8,35,4,1,2,29.2
5,29.2,23.4,6,38,20,0,3,26.59
4,15.2,25.9,6,51,15,0,3,21.74
1,34.7,15.5,5,38,2,0,5,15.67
5,6.5,23.2,3,60,0,0,1,26.34
5,23.6,15.8,5,66,5,1,4,34.55
5,16.8,21.5,1,68,0,0,1,23.94
5,15.0,23.3,10,45,7,1,2,37.67
2,30.9,19.0,4,53,20,0,1,3.18
5,34.2,15.1,8,23,10,1,1,30.67
2,30.8,21.5,10,4,0,1,3,20.2
5,8.3,25.9,5,30,10,1,5,40.21
3,9.3,17.8,9,63,4,1,4,30.0
4,23.7,17.1,5,11,17,1,5,31.22
4,11.5,16.4,2,40,1,1,3,30.13
4,26.2,21.1,1,15,16,1,1,19.98
4,20.7,21.6,2,32,9,0,2,23.18
4,20.2,23.7,10,12,0,1,5,39.6
4,29.3,23.3,5,53,14,1,1,21.76
1,25.4,24.8,4,58,9,0,1,4.21
5,2.9,23.9,5,55,16,1,5,35.54
3,3.6,17.7,3,51,12,0,1,16.32
2,21.9,21.1,9,18,16,1,5,26.07
3,18.0,18.3,10,39,9,1,4,33.47
5,10.6,18.6,1,9,0,1,4,36.87
5,15.8,25.3,8,28,2,1,3,39.8
5,27.0,22.5,4,37,9,0,1,25.33
3,29.3,25.7,1,48,8,0,3,20.8
4,20.5,19.6,10,8,16,1,5,33.11
2,14.7,20.9,1,58,8,0,5,16.8
4,10.9,20.4,3,34,18,1,3,26.06
4,19.2,16.2,1,63,3,0,5,26.32
2,12.4,17.6,5,38,8,1,4,20.36
2,20.6,20.8,6,40,15,1,1,11.0
1,24.3,15.7,4,50,2,1,4,16.13
1,4.2,25.2,1,59,6,1,4,17.27
3,2.0,16.4,2,13,15,0,3,19.33
3,9.0,17.2,10,37,12,0,4,30.18
1,31.5,23.4,9,4,16,0,5,17.53
3,23.3,16.1,10,35,10,1,3,29.65
4,7.7,24.9,6,58,18,1,2,23.35
2,31.4,23.0,6,62,18,1,5,16.98
2,17.5,15.8,8,21,20,0,5,19.89
2,17.7,22.6,7,29,2,1,4,25.68
3,32.9,21.9,5,40,12,0,4,23.11
2,4.0,23.3,3,29,2,0,1,11.86
4,9.1,24.1,5,14,4,0,3,26.22
2,21.3,22.9,1,23,6,1,1,15.67
3,8.5,21.4,2,30,13,0,3,22.69
2,24.4,18.5,8,38,9,1,5,25.42
1,9.1,22.7,9,66,18,1,2,14.37
4,5.3,25.5,2,40,6,1,5,35.69
2,8.8,21.5,1,29,12,1,1,14.56
2,16.0,22.3,1,48,16,0,1,10.98
4,7.8,19.8,8,56,20,0,5,30.0
5,6.4,23.3,4,32,5,1,1,32.36
4,30.4,26.0,4,36,15,1,4,29.54
5,12.6,16.8,1,17,1,1,4,36.91
5,13.9,17.2,10,62,11,1,2,34.03
3,3.8,20.9,5,62,8,0,1,16.98
4,13.8,20.3,8,14,20,0,2,23.95
2,10.7,21.3,8,26,16,0,1,11.79
3,22.1,15.5,2,21,19,0,4,21.28
3,8.8,19.4,9,66,17,1,5,29.82
5,31.3,21.4,6,6,8,1,5,35.48
5,32.7,21.4,7,16,15,1,5,36.45
3,5.3,22.2,3,24,0,1,4,30.13
4,5.5,22.9,9,41,11,0,5,35.39
2,5.8,22.1,10,19,0,1,4,24.76
5,22.4,23.7,5,39,15,0,4,30.14
3,6.0,21.9,1,54,20,0,5,21.08
3,30.1,20.9,9,60,14,0,2,19.19
4,26.9,21.7,9,8,17,1,3,27.93
4,29.1,16.1,6,11,4,1,5,31.18
1,19.4,18.0,6,8,20,1,2,11.75
2,34.9,20.8,3,65,11,1,2,12.5
1,3.5,24.6,1,47,14,0,1,10.56
4,15.2,22.5,10,39,16,0,2,26.39
1,12.7,16.0,5,57,13,1,3,14.27
2,33.3,21.5,3,43,6,0,5,17.88
3,21.0,17.4,7,18,12,1,1,26.44
4,28.6,23.1,1,37,13,0,4,27.1
3,7.6,24.1,1,51,18,0,4,22.32
5,34.3,21.5,3,4,10,0,5,30.62
5,18.5,21.5,5,44,10,0,4,32.57
1,18.3,18.7,4,36,10,1,1,11.46
5,34.0,19.9,2,6,2,1,3,32.52
4,14.6,24.5,4,20,1,1,5,36.26
4,15.1,23.0,4,33,0,1,5,33.84
1,21.3,20.7,6,25,13,0,4,15.93
4,6.2,19.1,6,22,8,0,5,29.06
4,12.6,15.6,9,47,18,0,4,27.89
3,8.4,16.6,9,30,14,1,1,25.51
1,5.4,17.1,3,36,2,0,5,16.75
3,30.6,19.1,10,57,2,0,1,16.45
5,21.4,25.4,6,8,7,1,2,33.92
4,13.8,20.6,2,27,19,1,2,24.44
1,15.5,17.6,4,7,1,1,4,19.14
5,16.2,16.2,8,66,3,0,1,27.85
5,22.9,18.7,9,14,0,1,4,40.27
1,32.6,24.0,4,59,8,1,5,17.48
5,32.8,19.2,2,15,20,0,4,28.65
3,14.9,23.5,2,24,14,1,2,23.13
3,12.9,23.8,2,44,10,1,5,31.23
3,16.9,16.2,7,60,3,0,2,22.4
4,20.7,21.7,6,14,7,0,4,26.93
5,17.2,25.6,5,16,11,0,3,31.89
4,23.7,19.4,7,63,5,1,1,26.6
5,20.3,15.6,9,24,14,0,1,29.67
5,12.6,25.2,8,16,20,1,1,32.25
1,13.4,24.7,2,54,4,1,5,20.5
2,14.5,20.7,6,8,5,0,5,19.31
4,5.1,21.1,9,62,2,1,3,30.74
3,7.5,17.3,8,63,15,1,5,29.37
1,25.9,24.0,4,61,9,1,1,8.69
1,14.8,20.5,4,22,5,0,5,15.61
3,9.1,15.4,9,9,4,0,2,24.77
4,20.6,22.5,1,31,1,1,1,25.84
1,26.9,25.5,6,25,9,0,4,14.81
1,10.5,24.1,2,69,14,0,2,10.37
1,29.3,18.0,9,46,4,1,2,16.34
3,32.6,15.6,1,68,0,0,4,19.49
1,21.7,25.3,1,54,9,1,2,13.1
3,24.1,25.3,4,52,14,0,4,23.31
3,3.7,20.9,3,9,7,0,1,17.64
3,33.2,22.1,5,6,5,0,1,18.2
4,15.0,20.1,3,5,3,0,2,24.59
3,32.5,19.6,4,43,15,0,4,18.38
4,21.1,16.3,6,16,18,0,2,20.03
4,2.2,16.1,6,71,16,0,1,16.14
5,3.3,17.6,10,11,10,1,4,40.77
4,24.5,24.2,5,68,15,1,3,24.19
3,20.6,16.6,6,48,8,0,3,21.32
3,2.9,17.5,7,9,0,0,2,24.79
2,26.5,21.0,2,6,7,0,1,6.64
3,30.1,17.4,7,29,14,0,1,19.34
1,18.4,16.8,9,25,13,1,4,22.43
5,17.4,21.2,4,24,20,1,1,27.03
5,2.2,19.0,2,38,20,0,2,25.29
1,28.0,21.9,4,11,5,1,5,17.71
4,12.9,25.0,3,11,0,1,2,29.08
1,31.0,16.7,6,50,5,0,4,10.53
4,14.3,25.0,9,71,18,1,2,26.88
1,20.6,24.9,6,21,17,0,5,15.53
3,10.9,24.1,2,67,2,1,5,30.31
4,7.3,21.9,4,26,3,1,3,30.47
4,27.6,21.8,7,25,11,0,4,29.93
3,18.4,22.0,4,8,13,1,3,28.57
5,19.7,22.6,6,31,20,1,5,36.51
4,33.9,15.2,7,36,15,0,2,21.48
2,33.8,25.5,4,48,4,0,5,18.31
4,30.2,21.4,7,13,0,1,4,32.69
4,8.2,23.6,4,15,13,0,4,28.49
2,21.6,19.2,2,32,11,0,2,13.91
4,31.0,15.1,4,6,19,1,5,28.71
5,14.4,20.6,5,12,12,0,4,32.56
5,5.3,20.6,1,46,10,1,5,39.01
4,28.8,19.8,9,68,6,1,5,33.18
4,17.9,18.7,6,42,1,1,1,25.28
2,20.6,17.7,1,12,18,1,5,18.92
4,34.4,20.8,9,71,17,1,5,29.88
2,22.0,19.1,9,38,3,1,2,20.35
3,16.0,25.7,1,52,14,1,5,30.5
2,14.2,16.9,2,15,7,0,3,14.6
2,15.8,18.5,4,42,9,1,2,14.4
1,5.9,18.2,6,7,17,0,2,6.53
5,28.2,21.0,8,45,17,1,2,30.35
1,29.6,20.5,5,16,4,0,1,5.75
1,11.4,22.1,7,65,6,0,4,19.65
5,12.0,25.5,1,5,17,0,4,31.77
3,30.9,18.1,7,47,19,1,4,26.87
3,2.8,22.6,10,11,1,0,3,28.07
4,19.2,15.3,6,50,17,0,2,19.28
2,17.3,17.9,5,36,10,1,4,20.33
1,24.8,20.1,3,69,12,1,5,18.39
4,7.4,15.3,10,47,1,1,1,27.83
1,24.1,21.8,1,28,14,0,2,11.54
3,14.4,22.5,3,8,14,1,5,32.31
5,22.4,23.2,2,43,13,1,5,39.43
5,3.3,20.7,9,32,16,0,5,35.91
2,17.2,21.6,5,5,19,1,1,11.61
4,19.2,19.4,10,42,17,0,3,26.4
4,9.1,15.5,7,16,15,0,1,21.77
3,6.6,16.1,6,18,20,1,5,26.98
1,8.2,22.2,6,2,14,0,3,14.37
2,13.4,26.0,3,28,14,0,2,14.11
4,5.2,15.2,6,17,11,0,1,20.84
5,33.3,21.1,7,7,16,1,4,33.73
1,15.4,23.3,10,32,1,0,5,22.56
4,28.7,24.1,6,17,10,0,5,28.86
5,34.2,21.0,10,11,8,1,5,39.74
5,4.7,21.8,10,34,19,1,5,39.66
3,23.5,22.7,6,6,1,0,4,26.9
1,30.8,24.4,5,71,13,1,5,18.06
2,22.9,16.3,2,34,3,0,5,19.94
5,16.2,25.2,3,71,18,1,3,30.41
5,16.2,15.3,9,63,17,1,4,34.85
4,3.2,24.2,2,70,4,1,5,32.16
1,19.6,15.8,4,39,18,0,1,4.73
1,34.8,17.1,7,31,10,1,4,19.82
3,33.6,15.0,3,52,20,1,2,15.77
3,3.3,19.9,10,7,15,0,1,19.28
1,25.3,18.7,7,60,0,0,1,6.93
4,12.0,16.8,1,24,4,1,1,23.37
3,31.8,20.0,3,2,8,0,5,25.16
1,3.5,19.4,8,18,4,1,4,21.92
1,32.9,23.4,9,18,2,0,1,10.53
3,29.6,24.8,10,2,20,1,4,27.42
4,5.9,22.2,9,48,18,1,4,34.14
5,4.0,16.4,1,8,9,0,3,31.7
3,29.5,18.2,8,61,4,0,4,23.98
2,7.1,25.0,2,33,3,0,5,20.83
5,19.7,16.0,1,52,19,1,3,29.96
3,32.2,19.5,7,25,6,1,4,28.35
2,20.7,25.4,5,11,0,0,3,18.17
3,15.1,25.5,7,14,8,1,2,31.36
1,16.7,19.5,9,47,9,1,5,22.33
2,4.1,22.3,1,52,13,0,3,14.52
3,34.0,20.0,6,20,7,1,4,25.22
5,12.3,23.3,9,26,19,0,4,35.09
4,8.2,15.3,5,68,13,1,4,28.97
4,11.4,16.6,6,61,20,0,4,23.45
3,33.8,21.8,5,30,7,0,4,22.21
1,5.1,17.6,10,18,13,0,3,15.87
2,30.6,22.3,1,23,7,0,4,16.16
5,25.4,18.9,9,39,14,0,3,32.51
1,29.4,24.8,9,41,15,1,2,12.95
5,34.2,24.0,9,14,6,0,4,34.48
4,29.8,20.4,5,6,19,1,5,29.59
2,33.1,23.5,6,36,18,0,4,12.79
4,6.2,18.0,4,57,18,0,4,22.69
5,28.3,20.4,3,12,4,1,5,35.68
1,20.0,17.2,9,30,15,0,2,11.84
1,19.9,24.5,6,13,2,0,1,11.12
4,31.7,24.1,8,18,2,1,2,30.36
5,34.1,24.9,2,44,20,0,4,27.59
1,25.3,24.7,8,22,3,1,5,22.39
4,17.9,25.6,7,20,18,0,3,27.78
1,17.1,17.5,10,71,9,1,4,20.09
4,14.7,25.3,2,14,6,0,1,21.32
4,13.9,21.3,6,15,1,0,4,28.46
1,14.9,19.6,6,67,14,1,4,15.43
4,5.0,21.2,6,40,15,1,3,27.29
5,4.6,18.8,1,5,9,1,4,37.76
5,27.7,18.2,5,31,17,0,3,24.9
1,16.7,17.7,3,41,6,0,3,12.95
2,32.7,15.9,7,19,11,1,4,21.31
2,22.2,20.5,3,40,6,0,4,17.8
3,3.2,24.8,5,47,12,0,2,21.5
1,7.2,21.9,7,19,2,0,2,13.53
5,8.8,20.7,1,58,9,1,3,31.87
4,34.2,19.7,8,33,11,0,2,24.53
5,9.2,20.1,8,69,11,0,2,30.14
1,19.0,17.3,1,8,9,0,2,11.16
1,32.9,24.1,1,24,13,0,2,8.77
5,34.2,17.2,9,52,10,0,3,31.49
2,9.8,22.9,3,64,5,0,3,13.54
4,3.6,23.4,9,17,4,0,4,34.59
5,7.1,21.3,5,70,13,0,2,25.59
1,4.1,24.5,4,15,19,1,5,19.0
1,8.4,18.2,3,31,15,1,3,12.71
1,20.8,24.7,7,24,13,0,4,20.03
1,32.1,23.0,2,31,19,0,1,4.84
1,19.7,23.8,5,65,18,0,1,5.9
5,22.7,22.3,4,53,10,0,3,31.05
4,8.7,24.3,2,57,2,0,2,22.58
5,28.4,25.9,4,19,13,1,3,33.25
5,22.4,19.6,6,68,13,0,1,23.57
5,30.5,24.0,7,32,5,1,3,36.31
2,33.3,23.2,1,47,17,0,4,12.38
2,13.5,20.0,9,50,18,0,4,15.95
5,5.0,25.2,9,48,6,0,2,34.1
2,9.5,19.3,7,44,10,0,2,15.37
1,16.4,21.2,10,35,4,0,3,16.56
4,33.2,16.2,5,47,3,0,3,24.31
5,14.5,17.5,9,65,5,0,4,35.7
5,27.4,24.2,8,29,7,1,2,34.43
5,19.8,19.4,6,37,5,1,4,35.18
1,8.0,19.3,2,14,3,0,5,17.37
4,12.6,17.7,6,26,9,1,2,25.05
5,23.6,20.4,10,56,13,0,5,37.89
4,24.2,23.9,10,46,6,0,2,28.73
5,16.3,24.8,5,16,11,0,2,31.37
5,9.5,15.8,3,40,5,0,4,31.42
3,25.8,21.3,8,58,14,1,4,28.53
1,7.6,20.1,1,10,13,1,3,16.02
3,32.9,21.8,2,6,20,1,2,18.14
2,8.2,19.9,6,29,1,1,1,13.1
1,5.5,19.4,10,47,17,1,5,21.98
1,18.4,20.2,4,23,7,0,5,17.54
4,19.1,21.4,5,59,1,0,5,29.43
3,18.8,20.5,4,61,14,0,3,21.41
3,16.4,20.2,5,39,3,1,5,30.02
4,34.8,24.0,1,28,3,0,3,23.8
3,18.0,23.2,6,4,20,1,1,19.11
4,17.8,18.8,6,59,4,1,1,23.88
1,15.9,23.8,4,64,11,0,2,9.28
5,4.2,24.4,3,32,4,0,2,31.08
3,21.6,16.7,8,38,2,1,5,34.92
1,9.5,21.4,2,54,0,0,2,8.66
5,23.0,18.1,1,50,0,0,4,30.55
4,3.7,23.1,1,11,9,0,2,25.43
1,34.4,17.6,9,49,9,1,4,17.79
1,17.5,22.4,4,66,0,0,3,11.8
1,31.6,17.8,2,54,7,1,1,7.76
2,17.7,20.6,9,35,5,0,3,18.98
1,4.0,25.4,2,38,11,1,1,12.56
4,29.1,19.2,4,20,20,1,5,28.48
3,23.4,24.6,1,48,14,0,4,26.25
5,27.8,25.9,7,18,19,1,5,38.89
4,16.1,24.6,7,25,4,0,5,35.14
4,23.1,16.8,8,20,4,0,2,26.43
3,30.3,24.0,3,25,15,1,4,25.69
1,22.8,15.4,4,27,6,0,1,9.44
1,13.5,19.3,10,7,17,1,5,22.21
4,23.9,24.6,9,52,9,1,4,34.49
1,24.2,22.6,1,32,4,0,4,16.06
1,33.7,20.9,7,68,17,0,5,14.61
2,14.2,19.3,9,14,11,1,5,26.72
5,16.0,23.9,6,48,16,0,5,32.99
3,28.8,22.8,7,14,9,0,1,22.7
4,18.7,20.2,1,40,2,0,1,21.16
3,26.3,24.8,1,36,14,0,5,27.41
1,17.2,17.5,1,33,2,1,2,12.78
2,9.1,16.9,2,47,13,0,3,15.51
1,26.6,22.1,10,59,8,1,1,14.36
4,6.3,25.7,7,24,16,1,4,33.82
1,8.6,17.7,8,61,18,1,5,19.29
2,22.7,17.7,3,14,8,1,5,22.07
5,26.7,16.5,10,22,18,1,3,33.47
3,31.5,24.5,2,23,2,0,4,23.18
3,11.0,17.5,10,68,2,0,3,24.52
3,5.7,20.5,1,10,20,1,3,22.11
4,33.5,25.9,1,29,12,0,3,25.85
2,7.1,15.1,1,31,9,1,5,23.92
4,8.5,21.1,8,58,3,0,2,25.37
5,11.6,20.6,3,36,6,1,3,33.18
3,19.5,23.9,5,69,14,1,4,29.03
3,31.1,18.9,5,53,17,0,3,14.81
1,27.1,19.5,8,51,19,1,1,7.32
2,25.4,16.8,4,54,8,0,2,6.99
5,7.8,23.1,1,13,9,0,4,33.78
3,13.8,23.6,4,33,3,1,4,28.64
2,17.8,16.5,3,43,1,1,4,20.3
3,6.9,19.3,8,16,9,1,5,35.1
3,11.0,24.8,8,10,12,0,4,30.0
3,12.2,15.0,1,11,2,0,3,22.88
4,6.2,18.3,8,57,8,0,2,24.82
2,20.2,21.1,1,47,13,1,2,16.45
4,25.3,18.7,7,21,17,0,5,30.04
3,4.3,18.0,4,53,19,1,3,20.82
5,17.9,20.1,4,50,7,1,4,34.61
1,27.8,17.0,5,59,8,0,1,2.5
1,26.7,20.8,4,65,18,1,1,5.42
3,28.9,22.8,8,63,14,0,2,21.02
3,16.8,21.3,10,14,5,0,1,23.04
4,29.1,16.0,9,55,14,0,4,27.2
3,9.9,24.3,5,29,3,1,4,30.29
5,13.9,16.9,6,30,9,1,3,34.64
3,7.8,23.4,5,47,6,1,2,25.04
1,17.4,19.0,8,44,20,1,3,17.97
1,14.9,23.6,6,31,0,1,1,12.59
5,10.0,17.3,5,71,17,1,3,29.72
1,26.8,17.1,5,14,5,1,1,8.89
5,12.4,20.5,4,8,0,0,1,26.48
2,11.0,15.4,6,4,13,0,1,10.33
1,6.3,17.5,7,58,14,1,1,13.74
2,16.5,23.0,5,30,2,1,3,19.24
4,12.0,24.2,9,32,0,1,3,34.8
3,14.2,15.9,9,47,2,1,4,32.34
4,9.8,24.7,5,32,8,1,3,30.17
4,27.2,23.8,10,42,2,1,1,27.66
3,32.7,24.6,2,6,14,1,1,20.81
4,18.4,22.7,10,12,1,0,4,32.81
5,23.2,22.4,3,67,16,1,5,34.9
3,30.6,20.8,6,33,18,1,2,17.6
1,35.0,22.2,3,13,15,1,2,11.78
3,22.2,25.1,5,27,19,1,2,23.25
5,31.4,16.1,4,25,19,0,2,23.12
2,32.0,18.5,8,21,0,0,2,15.34
5,28.1,15.8,1,22,7,1,3,30.02
3,17.2,25.4,9,53,15,1,4,26.75
4,4.7,19.9,10,9,7,0,4,31.48
2,2.5,22.4,6,23,15,0,5,16.9
5,17.7,24.3,6,34,16,1,2,30.21
1,18.3,25.9,7,39,20,0,3,15.26
2,15.4,16.8,2,63,6,1,2,15.14
3,20.7,23.8,8,66,7,0,1,20.79
3,20.2,24.8,3,22,0,0,2,22.22
3,29.6,15.5,7,39,5,1,2,25.41
1,5.6,23.3,4,3,5,1,3,17.88
2,9.4,18.9,8,45,9,1,1,17.78
1,28.2,22.1,8,12,8,1,4,22.41
3,30.0,20.7,3,7,17,0,5,21.42
2,34.8,17.9,7,49,16,1,5,20.92
3,30.8,16.5,5,14,15,1,1,15.57
3,31.4,16.3,3,35,0,1,1,19.79
4,12.4,16.1,6,9,9,0,5,29.95
3,15.3,22.0,10,54,15,1,5,30.74
4,10.8,18.9,1,55,5,0,3,24.11
3,22.0,17.4,10,42,8,1,2,27.66
4,33.0,22.6,9,60,15,1,3,24.97
4,13.4,22.6,6,32,16,0,3,21.65
2,20.4,20.9,7,15,17,1,5,25.02
2,11.8,25.3,4,12,9,1,3,21.08
4,7.6,19.2,2,17,8,1,1,26.21
2,8.4,24.2,6,16,8,1,4,22.29
3,3.9,15.8,9,24,14,1,4,31.27
1,33.3,23.1,3,17,8,0,2,9.06
3,15.3,25.9,8,43,8,1,1,27.21
3,29.5,24.3,8,12,3,1,1,23.89
4,24.5,21.4,8,45,10,0,5,35.32
3,8.3,21.9,4,25,4,0,3,24.39
2,7.8,18.9,4,50,11,0,3,13.48
5,28.8,22.5,5,37,18,1,5,34.49
3,10.7,23.5,9,65,16,0,1,17.66
5,32.1,26.0,10,32,10,1,2,36.14
4,6.6,20.4,5,22,20,1,5,30.56
3,24.4,15.7,10,43,20,0,3,23.37
5,28.9,21.6,6,48,9,1,1,27.58
1,9.8,16.3,4,32,16,1,4,14.83
5,11.1,17.7,1,41,7,1,1,29.82
5,33.8,18.6,7,34,18,1,4,33.65
3,10.7,23.0,7,23,7,0,4,31.17
4,16.2,17.0,10,23,5,0,5,33.92
3,16.3,16.8,8,65,2,0,3,25.53
2,10.4,15.5,1,49,17,0,2,7.74
4,27.6,24.6,6,8,6,1,5,32.39
2,27.5,22.6,8,69,17,0,3,12.13
2,14.5,15.4,5,51,1,1,4,19.41
3,29.6,15.3,5,5,10,1,1,18.5
5,9.0,21.1,9,52,8,0,4,34.41
2,2.1,18.1,7,43,9,1,3,22.6
3,20.8,21.6,7,66,3,0,2,22.5
1,34.8,19.8,5,36,1,1,4,14.44
1,3.3,25.2,3,38,7,0,1,9.52
1,8.9,18.2,6,24,9,0,4,15.44
1,19.1,22.5,10,24,16,0,5,19.2
5,28.7,15.6,7,45,9,1,3,35.42
5,4.9,25.5,8,59,5,0,1,29.83
5,15.0,25.8,2,64,5,1,3,33.5
1,26.7,23.1,10,55,12,0,3,12.78
1,14.3,20.1,3,44,9,0,3,12.57
2,8.2,17.4,10,37,18,1,2,18.2
3,8.5,23.9,5,25,9,1,4,28.96
2,15.5,23.1,10,55,11,0,2,16.1
3,17.8,17.4,9,24,1,0,3,25.49
1,30.4,20.0,8,20,4,0,3,14.85
4,23.2,20.1,10,62,17,1,4,30.23
2,24.8,24.1,7,43,7,0,4,22.12
1,34.4,22.5,9,26,8,0,5,20.07
4,15.6,22.1,2,62,12,1,4,29.84
5,15.3,22.1,1,69,1,0,4,31.47
1,32.5,18.0,6,24,10,0,5,13.33
3,10.1,19.1,9,38,7,1,2,27.05
5,26.1,15.5,8,35,3,0,2,30.99
4,26.9,23.7,6,51,8,0,3,22.01
5,5.2,19.8,6,68,9,0,3,28.97
3,17.5,19.8,7,40,3,1,4,31.63
2,8.6,17.7,9,57,11,1,1,16.81
4,8.1,17.3,9,43,15,1,1,24.88
1,17.3,21.5,2,64,5,1,4,16.33
2,11.6,17.6,6,30,20,0,5,16.54
4,28.3,15.7,4,28,12,0,2,22.76
4,32.0,23.4,8,31,16,0,2,23.9
1,28.5,19.1,6,71,1,0,3,7.63
3,10.8,19.2,10,44,16,1,3,27.65
2,11.0,19.7,5,12,7,0,1,12.41
3,10.4,24.0,7,4,14,1,3,30.3
5,6.5,18.5,2,38,16,1,5,34.83
1,33.1,23.3,10,58,5,0,4,15.61
5,15.3,25.3,2,35,5,1,5,39.67
3,9.4,22.3,4,41,1,1,4,29.53
4,29.9,19.7,9,57,12,0,5,28.46
3,15.2,23.2,10,38,16,0,2,24.02
2,3.2,20.0,5,65,8,0,1,7.56
4,7.3,19.6,5,46,3,1,1,24.54
4,23.1,20.8,1,53,6,1,5,32.34
1,27.8,18.5,10,56,8,0,4,14.28
4,9.0,16.1,1,45,19,1,2,23.12
4,32.3,19.6,1,5,2,0,5,26.42
2,30.1,16.4,5,31,7,0,2,10.22
5,30.0,19.5,1,11,13,0,3,27.49
4,9.5,21.1,2,37,4,0,2,23.56
2,3.7,25.2,7,12,18,0,1,12.08
1,30.6,15.4,8,37,19,0,2,9.55
4,12.1,21.8,3,26,7,0,2,23.49
2,22.4,20.0,8,3,15,1,3,19.75
4,27.1,15.2,7,10,15,0,1,20.85
3,6.2,17.7,3,37,14,1,2,23.55
3,27.8,16.3,8,7,3,1,3,27.02
1,33.0,17.4,6,61,1,1,2,8.96
4,26.0,18.0,9,55,7,0,4,27.15
1,16.6,19.4,2,51,2,1,4,16.23
3,30.9,20.8,3,14,6,0,5,23.84
5,19.4,15.0,4,57,13,0,5,31.38
5,26.6,16.8,4,46,12,1,2,28.95
5,29.1,16.0,9,29,4,0,4,34.59
5,26.7,21.0,8,2,0,1,4,37.91
3,11.5,18.6,6,39,4,0,3,23.56
2,5.9,21.0,6,57,9,1,4,20.36
5,9.9,17.4,9,4,16,1,1,31.31
5,18.6,15.3,5,5,7,1,2,33.01
5,18.7,25.4,3,28,6,1,5,40.61
4,21.2,16.2,2,37,11,1,5,34.87
1,15.0,16.4,4,35,1,0,1,9.68
3,28.0,16.6,7,31,4,0,3,24.86
3,32.1,25.8,5,19,0,0,2,19.97
5,10.1,21.8,5,6,11,1,1,29.54
2,26.3,21.7,5,4,9,1,1,11.67
2,24.4,25.9,10,8,12,1,3,23.83
1,19.3,16.0,10,50,12,1,4,20.8
5,8.2,25.7,2,57,8,0,3,29.52
4,28.2,17.2,2,32,18,1,2,21.25
1,33.7,21.9,3,7,19,1,4,10.92
3,25.8,19.6,9,31,2,0,4,27.68
3,32.3,19.2,5,70,19,0,5,19.32
3,34.5,25.2,9,19,4,1,2,27.26
5,13.6,16.6,7,36,5,0,2,33.57
1,23.1,26.0,6,39,11,1,3,17.84
2,17.6,19.2,3,25,0,1,3,19.76
1,34.6,22.1,4,32,7,1,3,14.11
2,5.1,25.6,2,35,4,1,5,26.42
5,15.6,15.6,6,35,10,1,1,30.57
5,30.9,25.2,3,52,17,1,3,28.27
1,11.4,21.2,3,42,19,1,3,14.24
4,28.0,22.7,1,5,4,0,2,21.47
2,14.6,16.6,8,2,11,1,4,24.57
1,34.3,20.9,10,30,9,1,5,23.16
2,31.2,22.4,5,65,8,1,3,14.11
1,11.9,20.0,6,4,13,0,1,8.65
3,27.4,16.7,10,6,20,0,1,17.13
5,13.1,17.7,6,49,8,1,3,33.68
3,22.0,24.4,7,33,1,0,4,29.03
4,23.7,15.4,5,18,19,0,2,21.69
3,29.4,22.8,6,16,19,1,2,19.45
1,2.8,26.0,6,48,6,0,5,18.14
1,9.3,15.1,8,38,10,1,1,14.72
2,25.5,16.8,7,46,18,0,1,8.33
2,20.6,22.4,6,21,10,0,1,12.52
5,18.4,15.7,1,38,10,1,5,37.61
5,3.8,21.5,10,62,19,0,3,30.19
5,13.5,22.5,9,24,17,1,1,31.67
4,30.5,21.5,2,29,10,1,2,23.43
3,3.0,19.0,3,13,3,0,5,26.58
4,15.1,22.7,10,46,9,1,4,37.07
3,33.2,21.5,4,4,14,0,2,17.68
4,3.7,17.3,9,19,5,1,2,30.93
4,26.7,21.2,8,51,11,0,1,21.26
4,10.5,24.7,9,3,13,0,4,34.17
4,30.6,22.3,1,71,1,0,1,17.95
1,26.6,20.2,5,30,11,1,2,10.56
4,31.2,18.5,6,29,15,0,2,17.96
2,9.1,15.9,9,39,4,1,4,25.18
4,19.5,17.7,3,46,11,0,4,26.63
3,27.7,15.1,4,34,14,0,4,21.59
5,10.1,25.9,2,63,0,1,2,30.82
2,9.6,17.4,8,69,13,0,2,14.73
5,2.9,24.0,10,16,5,0,2,33.29
5,33.6,16.9,2,51,8,1,1,25.77
2,25.4,18.1,3,23,13,1,4,17.02
3,23.0,19.6,4,71,0,0,3,19.34
3,26.6,18.6,9,19,0,1,3,27.33
4,19.5,23.8,5,22,9,1,5,34.86
4,17.7,25.5,3,51,19,0,1,16.54
5,16.8,24.6,4,57,0,1,5,37.51
2,23.1,16.7,6,11,16,1,4,17.48
3,8.7,23.5,4,40,1,1,2,25.09
3,31.3,16.6,2,26,10,0,4,22.42
5,28.8,25.0,9,44,9,0,4,35.27
2,13.5,20.7,5,40,9,1,2,17.58
3,21.1,18.7,3,71,1,1,2,22.29
1,6.7,16.7,8,67,15,0,5,15.35
5,34.1,15.1,8,47,5,0,1,27.78
2,31.8,17.7,2,49,16,1,1,6.8
